complaint_id,complaint_timestamp,purchase_date,purchase_time,venue_id,venue_name,venue_type,anonymised_complaint_text,symptoms,symptom_onset_hours,food_item,meal_type,inspection_date,inspection_score,inspection_status,previous_violation,location_zone,vulnerable_area_flag,duplicate_group_id,ground_truth_cluster_id
CMP-10067,2026-07-14 03:48:24,2026-07-13,08:21:55,VEN-002,Oceanic Seafood Buffet,Buffet,"Ate raw oysters and prawns at Oceanic Seafood Buffet. Experienced severe diarrhea, high fever, and vomiting.","Vomiting, Abdominal Pain, Chills, Severe Diarrhea",9.3,Raw Oysters,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10068,2026-07-14 18:33:35,2026-07-14,10:22:05,VEN-002,Oceanic Seafood Buffet,Buffet,"Oysters and crab legs at Oceanic Seafood. Severe abdominal pain, diarrhea, and high fever started overnight.","Chills, Abdominal Pain, Vomiting, Severe Diarrhea",9.9,Garlic Shrimp,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10069,2026-07-14 10:28:53,2026-07-13,16:26:49,VEN-002,Oceanic Seafood Buffet,Buffet,"Ate raw oysters and prawns at Oceanic Seafood Buffet. Experienced severe diarrhea, high fever, and vomiting.","Vomiting, High Fever, Chills, Severe Diarrhea",11.4,Garlic Shrimp,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10070,2026-07-14 08:44:39,2026-07-14,00:39:30,VEN-002,Oceanic Seafood Buffet,Buffet,Dined at Oceanic Buffet evening. Raw oysters tasted warm. Violent food poisoning symptoms followed.,"Vomiting, Severe Diarrhea, Chills, High Fever",14.3,Garlic Shrimp,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10071,2026-07-15 00:28:07,2026-07-14,10:29:59,VEN-002,Oceanic Seafood Buffet,Buffet,Dined at Oceanic Buffet evening. Raw oysters tasted warm. Violent food poisoning symptoms followed.,"Chills, Severe Diarrhea, Vomiting, High Fever",13.6,Seafood Platter,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10072,2026-07-14 17:00:50,2026-07-14,04:06:03,VEN-002,Oceanic Seafood Buffet,Buffet,"Ate raw oysters and prawns at Oceanic Seafood Buffet. Experienced severe diarrhea, high fever, and vomiting.","Abdominal Pain, Severe Diarrhea, Vomiting, High Fever",12.8,Raw Oysters,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10073,2026-07-14 04:44:23,2026-07-13,09:16:22,VEN-002,Oceanic Seafood Buffet,Buffet,"Ate raw oysters and prawns at Oceanic Seafood Buffet. Experienced severe diarrhea, high fever, and vomiting.","High Fever, Severe Diarrhea, Chills, Vomiting",12.2,Seafood Platter,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10074,2026-07-15 05:28:55,2026-07-14,20:56:28,VEN-002,Oceanic Seafood Buffet,Buffet,"Oysters and crab legs at Oceanic Seafood. Severe abdominal pain, diarrhea, and high fever started overnight.","Chills, Severe Diarrhea, Vomiting, High Fever",11.3,Seafood Platter,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10075,2026-07-14 22:06:14,2026-07-14,04:05:44,VEN-002,Oceanic Seafood Buffet,Buffet,Dined at Oceanic Buffet evening. Raw oysters tasted warm. Violent food poisoning symptoms followed.,"Chills, Abdominal Pain, Vomiting, High Fever",14.5,Garlic Shrimp,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10076,2026-07-14 03:06:03,2026-07-13,19:52:05,VEN-002,Oceanic Seafood Buffet,Buffet,Dined at Oceanic Buffet evening. Raw oysters tasted warm. Violent food poisoning symptoms followed.,"High Fever, Severe Diarrhea, Vomiting, Chills",13.3,Garlic Shrimp,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10077,2026-07-14 15:51:33,2026-07-14,09:06:01,VEN-002,Oceanic Seafood Buffet,Buffet,Dined at Oceanic Buffet evening. Raw oysters tasted warm. Violent food poisoning symptoms followed.,"Abdominal Pain, Chills, High Fever, Vomiting",14.1,Raw Oysters,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10078,2026-07-14 10:00:42,2026-07-14,02:10:39,VEN-002,Oceanic Seafood Buffet,Buffet,Dined at Oceanic Buffet evening. Raw oysters tasted warm. Violent food poisoning symptoms followed.,"Chills, Abdominal Pain, Severe Diarrhea, High Fever",15.8,Garlic Shrimp,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10079,2026-07-15 01:58:45,2026-07-14,10:02:32,VEN-002,Oceanic Seafood Buffet,Buffet,Dined at Oceanic Buffet evening. Raw oysters tasted warm. Violent food poisoning symptoms followed.,"Abdominal Pain, Severe Diarrhea, High Fever, Vomiting",8.7,Raw Oysters,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10080,2026-07-14 15:50:36,2026-07-14,08:11:56,VEN-002,Oceanic Seafood Buffet,Buffet,"Had seafood dinner at Oceanic Seafood Buffet. Got extremely sick with fever, chills, and stomach cramps.","Chills, High Fever, Abdominal Pain, Vomiting",11.3,Seafood Platter,Dinner,2026-06-15,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,OUTBREAK-B-SEAFOOD
CMP-10081,2026-07-23 17:03:06,2026-07-23,13:35:21,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Vomiting, Headache, Nausea",5.6,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10082,2026-07-23 07:05:18,2026-07-22,23:57:42,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Headache, Nausea, Vomiting",5.2,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10083,2026-07-22 21:50:10,2026-07-22,15:52:36,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Watery Diarrhea, Vomiting, Headache",4.7,Tuna Mayo Sub,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10084,2026-07-22 12:06:21,2026-07-22,04:30:32,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Vomiting, Headache, Watery Diarrhea",3.7,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10085,2026-07-21 20:05:42,2026-07-21,13:37:36,VEN-004,Metro Fresh Catering,Caterer,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Vomiting, Watery Diarrhea, Nausea",3.4,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10086,2026-07-22 09:56:08,2026-07-22,07:20:00,VEN-004,Metro Fresh Catering,Caterer,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Watery Diarrhea, Nausea, Headache",4.2,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10087,2026-07-23 16:33:28,2026-07-23,14:06:32,VEN-004,Metro Fresh Catering,Caterer,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Watery Diarrhea, Headache, Nausea",5.6,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10088,2026-07-23 11:14:54,2026-07-23,06:58:06,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Watery Diarrhea, Headache, Nausea",4.9,Chicken Mayo Sandwich,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10089,2026-07-23 00:17:44,2026-07-22,16:46:12,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Nausea, Vomiting, Watery Diarrhea",5.3,Tuna Mayo Sub,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10090,2026-07-23 11:53:01,2026-07-23,07:13:18,VEN-004,Metro Fresh Catering,Caterer,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Nausea, Vomiting, Watery Diarrhea",3.9,Egg Salad Wrap,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10091,2026-07-22 14:40:22,2026-07-22,11:12:28,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Vomiting, Nausea, Headache",3.2,Egg Salad Wrap,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10092,2026-07-22 23:44:45,2026-07-22,20:18:04,VEN-003,Central Mayo Deli & Cafe,Deli,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Watery Diarrhea, Headache, Vomiting",4.4,Tuna Mayo Sub,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10093,2026-07-21 18:27:03,2026-07-21,11:37:23,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Vomiting, Nausea, Watery Diarrhea",5.8,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10094,2026-07-22 08:21:33,2026-07-22,00:35:14,VEN-004,Metro Fresh Catering,Caterer,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Headache, Nausea, Vomiting",5.6,Chicken Mayo Sandwich,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10095,2026-07-22 05:23:09,2026-07-21,23:57:15,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Headache, Nausea, Vomiting",3.8,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10096,2026-07-23 11:31:23,2026-07-23,04:51:12,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Watery Diarrhea, Vomiting, Nausea",4.8,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10097,2026-07-22 04:30:43,2026-07-22,01:22:17,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Vomiting, Headache, Nausea",5.7,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10098,2026-07-21 19:53:32,2026-07-21,13:09:38,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Headache, Watery Diarrhea, Nausea",3.3,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10099,2026-07-22 09:40:57,2026-07-22,05:11:22,VEN-003,Central Mayo Deli & Cafe,Deli,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Headache, Watery Diarrhea, Vomiting",5.5,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10100,2026-07-23 13:52:27,2026-07-23,06:12:33,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Headache, Nausea, Vomiting",5.9,Chicken Mayo Sandwich,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10101,2026-07-23 06:11:57,2026-07-23,02:50:44,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Headache, Nausea, Vomiting",3.0,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10102,2026-07-21 23:55:56,2026-07-21,19:43:14,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Watery Diarrhea, Headache, Vomiting",3.3,Chicken Mayo Sandwich,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10103,2026-07-22 16:37:51,2026-07-22,10:54:48,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Vomiting, Headache, Nausea",4.9,Egg Salad Wrap,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10104,2026-07-23 13:39:02,2026-07-23,09:50:14,VEN-004,Metro Fresh Catering,Caterer,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Vomiting, Nausea, Headache",3.9,Egg Salad Wrap,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10105,2026-07-21 23:34:25,2026-07-21,20:09:53,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Watery Diarrhea, Vomiting, Headache",4.8,Tuna Mayo Sub,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10106,2026-07-22 01:25:01,2026-07-21,20:55:40,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Watery Diarrhea, Vomiting, Nausea",5.1,Chicken Mayo Sandwich,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10107,2026-07-22 15:16:56,2026-07-22,07:34:44,VEN-004,Metro Fresh Catering,Caterer,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Headache, Watery Diarrhea, Vomiting",3.2,Egg Salad Wrap,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10108,2026-07-22 03:06:38,2026-07-22,00:22:40,VEN-004,Metro Fresh Catering,Caterer,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Vomiting, Headache, Nausea",3.2,Egg Salad Wrap,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10109,2026-07-22 05:41:28,2026-07-22,02:56:08,VEN-003,Central Mayo Deli & Cafe,Deli,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Vomiting, Headache, Nausea",5.4,Chicken Mayo Sandwich,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10110,2026-07-22 09:46:15,2026-07-22,06:53:07,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Vomiting, Nausea, Watery Diarrhea",5.4,Chicken Mayo Sandwich,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10111,2026-07-23 01:43:50,2026-07-22,23:34:33,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Vomiting, Headache, Watery Diarrhea",3.0,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10112,2026-07-21 20:30:54,2026-07-21,14:03:53,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Nausea, Vomiting, Headache",5.3,Tuna Mayo Sub,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10113,2026-07-22 22:29:45,2026-07-22,17:47:02,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Nausea, Headache, Vomiting",4.4,Chicken Mayo Sandwich,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10114,2026-07-21 20:55:10,2026-07-21,16:02:44,VEN-004,Metro Fresh Catering,Caterer,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Nausea, Vomiting, Headache",3.2,Chicken Mayo Sandwich,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10115,2026-07-22 09:27:40,2026-07-22,06:34:16,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Headache, Vomiting, Watery Diarrhea",4.4,Tuna Mayo Sub,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10116,2026-07-22 14:38:58,2026-07-22,07:53:27,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Vomiting, Watery Diarrhea, Headache",5.7,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10117,2026-07-22 10:16:07,2026-07-22,05:32:51,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Nausea, Vomiting, Headache",3.9,Egg Salad Wrap,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10118,2026-07-22 11:57:59,2026-07-22,09:03:02,VEN-004,Metro Fresh Catering,Caterer,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Nausea, Watery Diarrhea, Headache",4.3,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10119,2026-07-23 05:27:43,2026-07-22,22:35:29,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Headache, Watery Diarrhea, Nausea",4.2,Tuna Mayo Sub,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10120,2026-07-23 15:10:27,2026-07-23,10:38:11,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Headache, Vomiting, Nausea",4.7,Chicken Mayo Sandwich,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10121,2026-07-22 01:25:37,2026-07-21,20:32:02,VEN-003,Central Mayo Deli & Cafe,Deli,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Headache, Nausea, Vomiting",4.7,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10122,2026-07-23 10:34:02,2026-07-23,02:43:12,VEN-003,Central Mayo Deli & Cafe,Deli,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Headache, Nausea, Watery Diarrhea",3.8,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10123,2026-07-23 14:14:01,2026-07-23,10:07:39,VEN-003,Central Mayo Deli & Cafe,Deli,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Watery Diarrhea, Nausea, Headache",5.2,Chicken Mayo Sandwich,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10124,2026-07-21 22:24:15,2026-07-21,17:13:17,VEN-004,Metro Fresh Catering,Caterer,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Watery Diarrhea, Vomiting, Nausea",4.1,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10125,2026-07-22 09:34:13,2026-07-22,01:55:18,VEN-003,Central Mayo Deli & Cafe,Deli,"Bought chicken mayo sandwich from deli. Had nausea, vomiting, and watery diarrhea within hours.","Vomiting, Nausea, Headache",5.0,Egg Salad Wrap,Lunch,2026-07-02,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10126,2026-07-22 15:16:09,2026-07-22,10:43:31,VEN-004,Metro Fresh Catering,Caterer,Ate egg salad mayo wrap at catering event. Woke up with terrible cramps and vomiting.,"Headache, Nausea, Watery Diarrhea",4.0,Chicken Mayo Sandwich,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
CMP-10127,2026-07-22 07:35:44,2026-07-22,01:31:29,VEN-004,Metro Fresh Catering,Caterer,Had chicken mayonnaise roll for lunch. Severe nausea and diarrhea set in by afternoon.,"Headache, Nausea, Watery Diarrhea",4.2,Tuna Mayo Sub,Lunch,2026-07-02,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,OUTBREAK-C-MAYO-SUPPLIER
